uf,codigo_municipio,municipio,taxa_aprovacao_2023,indicador_rendimento_2023,nota_matematica_2023,nota_portugues_2023,nota_media_2023,ideb_2023
RS,4302220,Boa Vista do Cadeado,89.7,0.898779,269.0,274.99,5.733167,5.2
RS,4302238,Boa Vista do Incra,85.1,0.851121,,,,
RS,4302253,Boa Vista do Sul,97.2,0.976648,274.71,272.07,5.779667,5.6
RS,4302303,Bom Jesus,91.7,0.918168,267.67,264.57,5.537333,5.1
RS,4302352,Bom Princípio,90.6,0.905358,275.02,264.98,5.666667,5.1
RS,4302378,Bom Progresso,,,,,,
RS,4302402,Bom Retiro do Sul,91.9,0.919557,269.04,272.17,5.686833,5.2
RS,4302451,Boqueirão do Leão,94.4,0.942085,230.6,241.61,4.536833,4.3
RS,4302501,Bossoroca,92.9,0.927183,245.88,243.77,4.8275,4.5
RS,4302584,Bozano,97.5,0.974428,297.32,275.41,6.212167,6.1
RS,4302600,Braga,93.0,0.928873,242.7,249.62,4.872,4.5
RS,4302659,Brochier,92.8,0.924332,307.21,290.9,6.635167,6.1
RS,4302709,Butiá,91.8,0.918921,242.75,258.09,5.014,4.6
RS,4302808,Caçapava do Sul,90.7,0.907238,254.31,259.61,5.232,4.7
RS,4302907,Cacequi,95.2,0.951477,226.78,238.25,4.417167,4.2
RS,4303004,Cachoeira do Sul,88.3,0.882664,255.55,263.4,5.315833,4.7
RS,4303103,Cachoeirinha,89.0,0.889621,246.45,256.65,5.051667,4.5
RS,4303202,Cacique Doble,94.7,0.945493,260.29,261.63,5.365333,5.1
RS,4303301,Caibaté,85.1,0.841452,259.51,256.32,5.263833,4.4
RS,4303400,Caiçara,98.1,0.981252,250.98,255.06,5.100667,5.0
RS,4303509,Camaquã,93.0,0.929736,259.25,266.37,5.427,5.0
RS,4303558,Camargo,91.9,0.909315,262.47,266.98,5.490833,5.0
RS,4303608,Cambará do Sul,92.0,0.920719,241.79,253.78,4.926167,4.5
RS,4303673,Campestre da Serra,94.0,0.931548,249.25,267.51,5.279333,4.9
RS,4303707,Campina das Missões,92.8,0.926657,292.7,293.67,6.4395,6.0
RS,4303806,Campinas do Sul,99.1,0.99311,261.27,254.09,5.256,5.2
RS,4303905,Campo Bom,98.5,0.984993,275.18,277.08,5.871,5.8
RS,4304002,Campo Novo,86.7,0.860551,240.09,237.85,4.632333,4.0
RS,4304101,Campos Borges,100.0,1.0,252.09,259.96,5.200833,5.2
RS,4304200,Candelária,90.2,0.902649,259.34,258.32,5.294333,4.8
RS,4304309,Cândido Godói,93.2,0.934226,292.69,285.38,6.301167,5.9
RS,4304358,Candiota,90.7,0.907313,223.96,230.89,4.2475,3.9
RS,4304408,Canela,92.1,0.921349,252.38,255.5,5.131333,4.7
RS,4304507,Canguçu,86.9,0.867018,280.03,286.89,6.115333,5.3
RS,4304606,Canoas,88.1,0.882242,254.37,263.0,5.2895,4.7
RS,4304614,Canudos do Vale,87.9,0.880263,256.63,249.36,5.099833,4.5
RS,4304622,Capão Bonito do Sul,93.2,0.94217,239.1,238.51,4.626833,4.4
RS,4304630,Capão da Canoa,81.4,0.811961,251.39,259.31,5.178333,4.2
RS,4304655,Capão do Cipó,96.4,0.964288,261.0,247.63,5.143833,5.0
RS,4304663,Capão do Leão,77.5,0.778102,238.49,246.66,4.7525,3.7
RS,4304671,Capivari do Sul,99.2,0.991933,282.86,285.11,6.132833,6.1
RS,4304689,Capela de Santana,82.2,0.825896,244.39,253.82,4.970167,4.1
RS,4304697,Capitão,92.7,0.920827,291.6,277.48,6.151333,5.7
RS,4304705,Carazinho,91.4,0.913989,258.02,267.91,5.432167,5.0
RS,4304713,Caraá,94.4,0.94279,254.2,259.61,5.230167,4.9
RS,4304804,Carlos Barbosa,95.3,0.95339,283.58,279.44,6.050333,5.8
RS,4304903,Casca,96.8,0.96804,266.61,262.99,5.493333,5.3
RS,4304952,Caseiros,96.3,0.962204,265.52,248.78,5.238333,5.0
RS,4305009,Catuípe,99.0,0.989189,281.1,279.18,6.004667,5.9
RS,4305108,Caxias do Sul,90.9,0.908392,258.42,263.84,5.371,4.9
RS,4305116,Centenário,94.3,0.945624,283.86,278.22,6.034667,5.7
RS,4305124,Cerrito,95.6,0.954436,239.39,240.64,4.667167,4.5
RS,4305132,Cerro Branco,93.6,0.939891,269.34,270.72,5.667667,5.3
RS,4305157,Cerro Grande,99.1,0.988892,255.56,261.92,5.291333,5.2
RS,4305173,Cerro Grande do Sul,88.8,0.887436,251.85,250.23,5.034667,4.5
RS,4305207,Cerro Largo,89.8,0.896516,276.21,284.41,6.010333,5.4
RS,4305306,Chapada,92.0,0.920002,271.94,274.07,5.766833,5.3
RS,4305355,Charqueadas,87.4,0.874841,268.79,272.74,5.692167,5.0
RS,4305371,Charrua,,,,,,
RS,4305405,Chiapetta,87.3,0.872042,,,,
RS,4305439,Chuí,89.7,0.907178,246.24,250.12,4.939333,4.5
RS,4305447,Chuvisca,88.1,0.878834,289.52,270.8,6.005333,5.3
RS,4305454,Cidreira,78.4,0.786792,237.99,247.95,4.765667,3.7
RS,4305504,Ciríaco,91.4,0.902018,264.95,267.82,5.546167,5.0
RS,4305587,Colinas,77.7,0.776738,269.43,260.92,5.505833,4.3
RS,4305603,Colorado,91.1,0.903993,301.1,272.39,6.224833,5.6
RS,4305702,Condor,90.1,0.899528,277.02,259.2,5.603667,5.0
RS,4305801,Constantina,90.0,0.901828,270.57,271.68,5.704167,5.1
RS,4305835,Coqueiro Baixo,96.1,0.960674,269.11,284.69,5.896667,5.7
RS,4305850,Coqueiros do Sul,,,,,,
RS,4305871,Coronel Barros,94.0,0.943636,282.72,263.37,5.768167,5.4
RS,4305900,Coronel Bicaco,77.3,0.773689,247.94,250.57,4.975167,3.8
RS,4305934,Coronel Pilar,100.0,1.0,294.66,296.07,6.512167,6.5
RS,4305959,Cotiporã,96.5,0.964214,288.1,279.9,6.133333,5.9
RS,4305975,Coxilha,96.9,0.966191,263.02,273.69,5.611833,5.4
RS,4306007,Crissiumal,91.1,0.907961,281.45,283.24,6.078167,5.5
RS,4306056,Cristal,93.0,0.929695,236.46,243.5,4.666,4.3
RS,4306072,Cristal do Sul,97.8,0.975779,249.01,263.34,5.205833,5.1
RS,4306106,Cruz Alta,89.5,0.895225,242.18,251.36,4.892333,4.4
RS,4306130,Cruzaltense,100.0,1.0,278.41,263.56,5.6995,5.7
RS,4306205,Cruzeiro do Sul,93.3,0.933152,266.21,267.23,5.557333,5.2
RS,4306304,David Canabarro,99.4,0.99389,279.08,286.19,6.087833,6.1
RS,4306320,Derrubadas,99.2,0.991278,270.22,263.8,5.567,5.5
RS,4306353,Dezesseis de Novembro,,,,,,
RS,4306379,Dilermando de Aguiar,79.0,0.784991,227.76,242.14,4.498333,3.5
RS,4306403,Dois Irmãos,91.7,0.916903,288.41,284.56,6.216167,5.7
RS,4306429,Dois Irmãos das Missões,98.5,0.981252,244.48,243.11,4.793167,4.7
RS,4306452,Dois Lajeados,98.4,0.986829,290.87,283.77,6.244,6.2
RS,4306502,Dom Feliciano,81.4,0.815171,264.18,267.2,5.523,4.5
RS,4306551,Dom Pedro de Alcântara,100.0,1.0,289.45,272.86,6.0385,6.0
RS,4306601,Dom Pedrito,83.6,0.838022,241.49,253.46,4.915833,4.1
RS,4306700,Dona Francisca,88.7,0.876184,244.99,260.89,5.098,4.5
RS,4306734,Doutor Maurício Cardoso,98.3,0.982154,275.13,261.15,5.604667,5.5
RS,4306759,Doutor Ricardo,98.5,0.986202,289.36,299.97,6.488833,6.4
RS,4306767,Eldorado do Sul,89.8,0.900255,242.55,247.25,4.83,4.3
RS,4306809,Encantado,94.1,0.93994,274.58,276.28,5.847667,5.5
RS,4306908,Encruzilhada do Sul,83.9,0.839782,251.37,255.84,5.120167,4.3
RS,4306924,Engenho Velho,97.0,0.971506,,,,
RS,4306932,Entre-Ijuís,85.8,0.85256,248.8,258.53,5.122167,4.4
RS,4306957,Entre Rios do Sul,97.0,0.969501,264.34,261.74,5.434667,5.3
RS,4306973,Erebango,77.6,0.765303,235.75,242.45,4.636667,3.5
RS,4307005,Erechim,93.3,0.933228,268.96,274.08,5.717333,5.3
RS,4307054,Ernestina,91.9,0.905766,253.57,260.41,5.233,4.7
RS,4307104,Herval,80.5,0.79723,246.26,254.54,5.013333,4.0
RS,4307203,Erval Grande,96.9,0.962564,252.53,265.04,5.292833,5.1
RS,4307302,Erval Seco,98.4,0.983891,264.04,255.36,5.323333,5.2
RS,4307401,Esmeralda,91.3,0.913779,254.03,257.37,5.19,4.7
RS,4307450,Esperança do Sul,100.0,1.0,290.72,281.32,6.200667,6.2
RS,4307500,Espumoso,90.0,0.901092,272.41,267.0,5.656833,5.1
RS,4307559,Estação,93.2,0.930928,270.8,262.53,5.5555,5.2
RS,4307609,Estância Velha,94.8,0.949144,267.85,272.52,5.672833,5.4
RS,4307708,Esteio,94.9,0.948958,259.37,266.28,5.4275,5.2
RS,4307807,Estrela,92.6,0.925444,256.74,262.17,5.315167,4.9
RS,4307815,Estrela Velha,93.0,0.927293,240.49,265.82,5.105167,4.7
RS,4307831,Eugênio de Castro,81.0,0.797797,240.43,253.87,4.905,3.9
RS,4307864,Fagundes Varela,98.0,0.979044,298.23,286.15,6.406333,6.3
RS,4307906,Farroupilha,98.2,0.981741,283.89,279.16,6.050833,5.9
RS,4308003,Faxinal do Soturno,92.7,0.926069,259.14,247.01,5.1025,4.7
RS,4308052,Faxinalzinho,87.1,0.859765,,,,
RS,4308078,Fazenda Vilanova,95.0,0.947355,251.6,266.51,5.301833,5.0
RS,4308102,Feliz,95.2,0.951385,282.98,286.94,6.165333,5.9
RS,4308201,Flores da Cunha,91.8,0.917377,280.1,279.92,6.000333,5.5
RS,4308250,Floriano Peixoto,100.0,1.0,271.16,264.22,5.589667,5.6
RS,4308300,Fontoura Xavier,94.6,0.945203,244.84,246.52,4.856,4.6
RS,4308409,Formigueiro,96.3,0.961502,238.03,251.25,4.821333,4.6
RS,4308433,Forquetinha,85.0,0.850237,268.64,268.45,5.618167,4.8
RS,4308458,Fortaleza dos Valos,91.7,0.917302,276.71,287.02,6.062167,5.6
RS,4308508,Frederico Westphalen,93.2,0.931952,280.99,278.35,5.989,5.6
RS,4308607,Garibaldi,94.6,0.946022,264.16,264.11,5.471167,5.2
RS,4308656,Garruchos,98.6,0.985282,266.69,272.9,5.659833,5.6
RS,4308706,Gaurama,92.8,0.927693,286.45,280.3,6.1125,5.7
RS,4308805,General Câmara,92.9,0.931228,240.41,250.38,4.8465,4.5
RS,4308854,Gentil,95.2,0.948274,295.09,265.74,6.013833,5.7
RS,4308904,Getúlio Vargas,96.8,0.966756,269.3,279.57,5.8145,5.6
RS,4309001,Giruá,97.5,0.974867,246.93,243.96,4.848167,4.7
RS,4309050,Glorinha,92.6,0.927464,277.41,273.03,5.840667,5.4
RS,4309100,Gramado,91.3,0.91334,272.37,271.7,5.7345,5.2
RS,4309126,Gramado dos Loureiros,,,,,,
RS,4309159,Gramado Xavier,92.2,0.916482,247.02,252.05,4.9845,4.6
RS,4309209,Gravataí,85.5,0.855343,248.05,256.16,5.070167,4.3
RS,4309258,Guabiju,100.0,1.0,276.24,266.14,5.706333,5.7
RS,4309308,Guaíba,89.0,0.891799,251.27,263.53,5.246667,4.7
RS,4309407,Guaporé,97.3,0.972668,263.09,259.04,5.368833,5.2
RS,4309506,Guarani das Missões,96.5,0.964596,268.66,268.83,5.624833,5.4
RS,4309555,Harmonia,92.2,0.917196,291.44,292.5,6.399,5.9
RS,4309571,Herveiras,89.9,0.902076,254.54,258.24,5.213,4.7
RS,4309605,Horizontina,97.9,0.978941,273.92,270.21,5.7355,5.6
RS,4309654,Hulha Negra,93.8,0.938352,245.98,246.35,4.872167,4.6
RS,4309704,Humaitá,87.3,0.872172,275.46,283.5,5.982667,5.2
RS,4309753,Ibarama,96.9,0.964312,257.77,264.68,5.374167,5.2
RS,4309803,Ibiaçá,96.6,0.965381,273.44,286.75,6.003167,5.8
RS,4309902,Ibiraiaras,81.2,0.812416,265.96,242.7,5.144333,4.2
RS,4309951,Ibirapuitã,91.8,0.917835,237.11,255.81,4.882,4.5
RS,4310009,Ibirubá,87.1,0.871958,280.51,269.33,5.830667,5.1
RS,4310108,Igrejinha,96.2,0.96224,273.05,273.61,5.777667,5.6
RS,4310207,Ijuí,94.7,0.947392,272.34,274.85,5.7865,5.5
RS,4310306,Ilópolis,87.3,0.870019,273.19,278.23,5.857,5.1
RS,4310330,Imbé,87.4,0.875291,258.69,265.32,5.400167,4.7
RS,4310363,Imigrante,88.0,0.880286,294.92,285.06,6.333,5.6
RS,4310405,Independência,84.1,0.837065,255.76,250.36,5.102,4.3
RS,4310413,Inhacorá,89.5,0.885732,245.45,256.93,5.039667,4.5
RS,4310439,Ipê,90.4,0.890347,283.46,280.32,6.063,5.4
RS,4310462,Ipiranga do Sul,97.1,0.959955,297.94,285.12,6.384333,6.1
RS,4310504,Iraí,88.6,0.88538,259.9,284.55,5.740833,5.1
RS,4310538,Itaara,91.6,0.911889,245.12,254.71,4.997167,4.6
RS,4310553,Itacurubi,98.2,0.98317,247.38,238.1,4.758,4.7
RS,4310579,Itapuca,100.0,1.0,269.81,265.94,5.595833,5.6
RS,4310603,Itaqui,94.9,0.948984,244.23,255.44,4.9945,4.7
RS,4310652,Itati,,,,,,
RS,4310702,Itatiba do Sul,99.2,0.99389,311.16,297.42,6.809667,6.8
RS,4310751,Ivorá,91.4,0.911596,247.55,242.27,4.830333,4.4
RS,4310801,Ivoti,95.9,0.959525,291.4,285.98,6.289667,6.0
RS,4310850,Jaboticaba,95.1,0.947211,278.7,271.86,5.842667,5.5
RS,4310876,Jacuizinho,92.5,0.924562,257.9,257.26,5.252667,4.9
RS,4310900,Jacutinga,92.6,0.927239,277.33,272.85,5.836333,5.4
RS,4311007,Jaguarão,78.9,0.788999,257.12,255.71,5.213833,4.1
RS,4311106,Jaguari,83.1,0.831106,283.02,278.21,6.0205,5.0
RS,4311122,Jaquirana,92.9,0.925368,240.4,246.62,4.783667,4.4
RS,4311130,Jari,93.6,0.932365,258.21,246.41,5.077,4.7
RS,4311155,Jóia,91.1,0.910748,260.72,245.06,5.096333,4.6
RS,4311205,Júlio de Castilhos,88.7,0.886522,238.02,247.71,4.762167,4.2
RS,4311239,Lagoa Bonita do Sul,100.0,1.0,292.25,266.71,5.982667,6.0
RS,4311254,Lagoão,87.1,0.865345,309.02,269.7,6.312,5.5
RS,4311270,Lagoa dos Três Cantos,100.0,1.0,277.06,277.27,5.9055,5.9
RS,4311304,Lagoa Vermelha,92.5,0.925332,257.02,254.59,5.1935,4.8
RS,4311403,Lajeado,95.0,0.94942,273.11,269.18,5.704833,5.4
RS,4311429,Lajeado do Bugre,97.5,0.974633,233.96,250.52,4.741333,4.6
RS,4311502,Lavras do Sul,83.6,0.835758,243.79,248.26,4.8675,4.1
RS,4311601,Liberato Salzano,89.2,0.888422,249.73,255.89,5.093667,4.5
RS,4311627,Lindolfo Collor,96.8,0.967884,276.52,268.88,5.756667,5.6
RS,4311643,Linha Nova,90.2,0.895444,290.14,275.97,6.101833,5.5
RS,4311700,Machadinho,91.5,0.915375,273.68,263.65,5.622167,5.1
RS,4311718,Maçambará,89.3,0.893432,234.87,256.55,4.857,4.3
RS,4311734,Mampituba,86.4,0.863101,257.78,246.84,5.077,4.4
RS,4311759,Manoel Viana,83.4,0.833926,254.31,259.53,5.230667,4.4
RS,4311775,Maquiné,89.9,0.898369,262.0,260.54,5.375667,4.8
RS,4311791,Maratá,89.4,0.895399,268.18,276.1,5.738,5.1
RS,4311809,Marau,93.6,0.936095,259.46,262.31,5.362833,5.0
RS,4311908,Marcelino Ramos,98.9,0.98811,259.55,242.64,5.0365,5.0
RS,4311981,Mariana Pimentel,83.4,0.831135,257.77,247.13,5.081667,4.2
RS,4312005,Mariano Moro,98.6,0.987013,291.03,290.7,6.362167,6.3
RS,4312054,Marques de Souza,95.8,0.959383,290.65,276.16,6.1135,5.9
RS,4312104,Mata,91.0,0.909907,272.51,250.55,5.384333,4.9
RS,4312138,Mato Castelhano,97.3,0.971961,243.5,244.61,4.801833,4.7
RS,4312153,Mato Leitão,97.1,0.970592,303.8,287.36,6.519333,6.3
RS,4312179,Mato Queimado,94.3,0.949504,255.92,250.18,5.101667,4.8
RS,4312203,Maximiliano de Almeida,100.0,1.0,275.73,268.34,5.7345,5.7
RS,4312252,Minas do Leão,85.1,0.84822,249.66,251.19,5.014167,4.3
RS,4312302,Miraguaí,91.2,0.909827,254.76,244.33,4.984833,4.5
RS,4312351,Montauri,,,,,,
RS,4312377,Monte Alegre dos Campos,85.4,0.868684,266.74,248.64,5.256333,4.6
RS,4312385,Monte Belo do Sul,,,,,,
RS,4312401,Montenegro,89.9,0.900513,256.87,258.55,5.257,4.7
RS,4312427,Mormaço,,,,,,
RS,4312443,Morrinhos do Sul,96.1,0.961291,293.43,288.11,6.359,6.1
RS,4312450,Morro Redondo,93.9,0.93986,263.18,268.65,5.5305,5.2
RS,4312476,Morro Reuter,95.3,0.95183,286.49,286.49,6.216333,5.9
RS,4312500,Mostardas,85.6,0.856259,256.43,267.43,5.397667,4.6
RS,4312609,Muçum,,,,,,
RS,4312617,Muitos Capões,96.7,0.963136,246.81,243.72,4.842167,4.7
RS,4312625,Muliterno,89.7,0.895078,255.87,265.78,5.360833,4.8
RS,4312658,Não-Me-Toque,90.3,0.903228,248.95,252.74,5.028167,4.5
RS,4312674,Nicolau Vergueiro,93.6,0.937295,265.76,249.79,5.259167,4.9
RS,4312708,Nonoai,91.2,0.911914,248.98,251.11,5.0015,4.6
RS,4312757,Nova Alvorada,93.3,0.922489,307.6,289.59,6.619833,6.1
RS,4312807,Nova Araçá,100.0,1.0,251.02,247.06,4.968,5.0
RS,4312906,Nova Bassano,91.5,0.914605,264.43,265.02,5.490833,5.0
RS,4312955,Nova Boa Vista,97.7,0.976977,288.19,290.22,6.306833,6.2
RS,4313003,Nova Bréscia,98.8,0.988357,294.11,291.33,6.424,6.3
RS,4313011,Nova Candelária,86.9,0.868509,277.62,270.57,5.803167,5.0
RS,4313037,Nova Esperança do Sul,94.3,0.941713,242.45,255.47,4.965333,4.7
RS,4313060,Nova Hartz,95.7,0.957657,263.73,264.14,5.4645,5.2
RS,4313086,Nova Pádua,98.7,0.981252,283.24,270.49,5.8955,5.8
RS,4313102,Nova Palma,92.0,0.92497,273.72,270.96,5.744667,5.3
RS,4313201,Nova Petrópolis,96.0,0.959109,284.82,277.53,6.039167,5.8
RS,4313300,Nova Prata,94.0,0.939779,266.82,265.84,5.544333,5.2
RS,4313334,Nova Ramada,84.5,0.843438,259.93,272.05,5.533,4.7
RS,4313359,Nova Roma do Sul,95.8,0.963101,276.94,264.41,5.689167,5.5
RS,4313375,Nova Santa Rita,90.5,0.907053,263.02,269.0,5.533667,5.0
RS,4313391,Novo Cabrais,,,,,,
RS,4313409,Novo Hamburgo,91.7,0.916481,253.81,260.62,5.2405,4.8
RS,4313425,Novo Machado,82.1,0.807506,281.06,271.19,5.870833,4.7
RS,4313441,Novo Tiradentes,96.9,0.971356,269.61,272.09,5.695,5.5
RS,4313466,Novo Xingu,96.8,0.964674,266.52,263.8,5.505333,5.3
RS,4313490,Novo Barreiro,98.0,0.979328,257.34,253.12,5.174333,5.1
RS,4313508,Osório,89.9,0.897844,251.12,254.06,5.086333,4.6
RS,4313607,Paim Filho,98.5,0.984513,275.27,272.9,5.802833,5.7
RS,4313656,Palmares do Sul,88.2,0.883254,258.89,260.61,5.325,4.7
RS,4313706,Palmeira das Missões,91.1,0.910445,259.09,267.59,5.444667,5.0
RS,4313805,Palmitinho,97.0,0.971957,281.35,276.38,5.962167,5.8
RS,4313904,Panambi,93.0,0.929995,271.72,277.85,5.826167,5.4
RS,4313953,Pantano Grande,93.4,0.929364,240.53,245.39,4.765333,4.4
RS,4314001,Paraí,99.3,0.993201,275.55,279.31,5.914333,5.9
RS,4314027,Paraíso do Sul,92.2,0.922584,264.67,263.41,5.468,5.0
RS,4314035,Pareci Novo,96.1,0.965643,263.97,276.84,5.680167,5.5
RS,4314050,Parobé,88.4,0.884275,262.13,260.74,5.381167,4.8
RS,4314068,Passa Sete,96.3,0.961853,264.45,269.36,5.5635,5.4
RS,4314076,Passo do Sobrado,97.9,0.97816,283.26,279.36,6.043667,5.9
RS,4314100,Passo Fundo,87.5,0.875476,249.79,258.17,5.132667,4.5
RS,4314134,Paulo Bento,92.3,0.921665,264.17,269.13,5.555,5.1
RS,4314159,Paverama,90.3,0.900009,254.68,256.19,5.181167,4.7
RS,4314175,Pedras Altas,83.2,0.821555,226.82,217.69,4.075167,3.3
RS,4314209,Pedro Osório,90.4,0.904579,245.39,249.62,4.916833,4.4
RS,4314308,Pejuçara,92.2,0.920832,288.45,279.52,6.132833,5.6
RS,4314407,Pelotas,83.2,0.832347,238.91,246.88,4.763167,4.0
RS,4314423,Picada Café,97.9,0.97932,292.5,287.67,6.336167,6.2
RS,4314456,Pinhal,95.4,0.94965,275.76,282.5,5.971,5.7
RS,4314464,Pinhal da Serra,95.2,0.947307,251.77,271.04,5.380167,5.1
RS,4314472,Pinhal Grande,81.4,0.809526,255.4,258.58,5.233,4.2
RS,4314498,Pinheirinho do Vale,96.6,0.966132,287.17,274.13,6.021667,5.8
RS,4314506,Pinheiro Machado,84.4,0.849321,241.06,241.51,4.7095,4.0
RS,4314548,Pinto Bandeira,98.1,0.985386,299.23,273.6,6.213833,6.1
RS,4314555,Pirapó,94.8,0.944581,284.05,275.51,5.992667,5.7
RS,4314605,Piratini,83.3,0.831783,240.48,247.7,4.803,4.0
RS,4314704,Planalto,95.2,0.954469,269.16,268.04,5.62,5.4
RS,4314753,Poço das Antas,98.9,0.985386,283.86,262.14,5.766667,5.7
RS,4314779,Pontão,97.4,0.970685,,,,
RS,4314787,Ponte Preta,94.8,0.952732,264.91,251.07,5.266333,5.0
RS,4314803,Portão,89.0,0.892492,266.69,265.24,5.532167,4.9
RS,4314902,Porto Alegre,86.5,0.865114,237.84,244.96,4.713333,4.1
RS,4315008,Porto Lucena,91.6,0.90193,276.95,279.73,5.944667,5.4
RS,4315057,Porto Mauá,91.3,0.896566,232.9,234.38,4.454667,4.0
RS,4315073,Porto Vera Cruz,,,,,,
RS,4315107,Porto Xavier,95.0,0.948747,282.78,273.76,5.942333,5.6
RS,4315131,Pouso Novo,,,,,,
RS,4315149,Presidente Lucena,90.9,0.906006,287.55,283.68,6.187167,5.6
RS,4315156,Progresso,98.7,0.986011,266.75,253.91,5.344333,5.3
RS,4315172,Protásio Alves,93.0,0.9379,252.76,239.95,4.8785,4.6
RS,4315206,Putinga,92.1,0.918957,257.09,274.28,5.522833,5.1
RS,4315305,Quaraí,89.4,0.894221,256.49,264.87,5.356,4.8
RS,4315313,Quatro Irmãos,80.0,0.806186,244.53,245.35,4.831333,3.9
RS,4315321,Quevedos,81.9,0.825323,,,,
RS,4315354,Quinze de Novembro,96.3,0.962093,281.6,268.0,5.826667,5.6
RS,4315404,Redentora,78.3,0.781059,241.09,248.14,4.8205,3.8
RS,4315453,Relvado,100.0,1.0,252.93,270.17,5.385,5.4
RS,4315503,Restinga Sêca,90.3,0.903924,261.34,260.71,5.3675,4.9
RS,4315552,Rio dos Índios,99.3,0.99311,260.12,259.79,5.331833,5.3
RS,4315602,Rio Grande,82.3,0.823482,247.57,252.57,5.002333,4.1
RS,4315701,Rio Pardo,93.0,0.929829,246.9,251.21,4.9685,4.6
RS,4315750,Riozinho,95.8,0.957267,258.23,262.92,5.3525,5.1
RS,4315800,Roca Sales,86.4,0.874939,,,,
RS,4315909,Rodeio Bonito,94.9,0.949196,264.72,263.16,5.464667,5.2
RS,4315958,Rolador,98.1,0.983997,261.55,252.53,5.234667,5.2
RS,4316006,Rolante,95.9,0.959989,272.73,271.92,5.744167,5.5
RS,4316105,Ronda Alta,90.4,0.904207,278.89,279.04,5.9655,5.4
RS,4316204,Rondinha,99.1,0.991427,272.09,266.69,5.646333,5.6
RS,4316303,Roque Gonzales,85.4,0.852548,296.13,279.94,6.267833,5.3
RS,4316402,Rosário do Sul,88.1,0.880943,232.67,236.78,4.490833,4.0
RS,4316428,Sagrada Família,94.7,0.946277,265.88,266.39,5.537833,5.2
RS,4316436,Saldanha Marinho,99.0,0.990486,269.13,274.07,5.72,5.7
RS,4316451,Salto do Jacuí,72.0,0.721945,264.37,267.16,5.5255,4.0
RS,4316477,Salvador das Missões,93.6,0.930599,260.55,265.75,5.438333,5.1
RS,4316501,Salvador do Sul,91.1,0.90831,288.35,292.66,6.350167,5.8
RS,4316600,Sananduva,97.3,0.973313,269.67,266.15,5.597,5.4
RS,4316709,Santa Bárbara do Sul,98.1,0.981569,240.32,234.08,4.573333,4.5
RS,4316733,Santa Cecília do Sul,98.7,0.981252,280.62,265.92,5.775667,5.7
RS,4316758,Santa Clara do Sul,86.9,0.862914,281.88,266.32,5.803333,5.0
RS,4316808,Santa Cruz do Sul,89.5,0.894623,269.55,272.29,5.697333,5.1
RS,4316907,Santa Maria,86.7,0.86878,256.43,262.23,5.311,4.6
RS,4316956,Santa Maria do Herval,92.8,0.927523,285.82,273.22,5.984,5.6
RS,4316972,Santa Margarida do Sul,82.8,0.81349,261.02,271.18,5.536667,4.5
RS,4317004,Santana da Boa Vista,70.7,0.708987,246.03,247.4,4.8905,3.5
RS,4317103,Sant'Ana do Livramento,87.2,0.871611,242.06,250.37,4.873833,4.2
RS,4317202,Santa Rosa,92.3,0.923762,270.55,272.34,5.714833,5.3
RS,4317251,Santa Tereza,100.0,1.0,286.77,268.61,5.923,5.9
RS,4317301,Santa Vitória do Palmar,92.5,0.925384,251.35,254.63,5.099667,4.7
RS,4317400,Santiago,94.8,0.947941,256.64,263.06,5.328333,5.1
RS,4317509,Santo Ângelo,88.5,0.885417,255.82,263.28,5.318333,4.7
RS,4317558,Santo Antônio do Palma,89.0,0.879635,269.75,264.29,5.567333,4.9
RS,4317608,Santo Antônio da Patrulha,95.1,0.951134,256.27,262.31,5.309667,5.1
RS,4317707,Santo Antônio das Missões,86.3,0.862003,235.75,246.84,4.709833,4.1
RS,4317756,Santo Antônio do Planalto,96.0,0.957039,270.96,289.88,6.014,5.8
RS,4317806,Santo Augusto,92.6,0.925082,257.37,259.79,5.286,4.9
RS,4317905,Santo Cristo,90.6,0.906795,280.24,273.48,5.895333,5.3
RS,4317954,Santo Expedito do Sul,96.9,0.969945,271.76,303.23,6.249833,6.1
RS,4318002,São Borja,92.8,0.927624,244.78,254.16,4.982333,4.6
RS,4318051,São Domingos do Sul,91.1,0.905629,280.21,253.24,5.5575,5.0
RS,4318101,São Francisco de Assis,96.4,0.964223,236.48,248.45,4.748833,4.6
RS,4318200,São Francisco de Paula,92.2,0.921619,246.62,246.94,4.892667,4.5
RS,4318309,São Gabriel,86.1,0.862266,240.67,252.52,4.8865,4.2
RS,4318408,São Jerônimo,89.7,0.895993,241.17,249.15,4.838667,4.3
RS,4318424,São João da Urtiga,96.8,0.969016,272.37,262.62,5.583167,5.4
RS,4318432,São João do Polêsine,88.8,0.880554,,,,
RS,4318440,São Jorge,93.4,0.92801,280.22,261.11,5.688833,5.3
RS,4318457,São José das Missões,98.2,0.980413,,,,
RS,4318465,São José do Herval,96.5,0.960208,240.17,250.07,4.837333,4.6
RS,4318481,São José do Hortêncio,88.6,0.886813,296.26,286.53,6.379833,5.7
RS,4318499,São José do Inhacorá,100.0,1.0,284.73,267.36,5.868167,5.9
RS,4318507,São José do Norte,82.9,0.83347,242.61,251.7,4.905167,4.1
RS,4318606,São José do Ouro,98.5,0.984996,273.07,279.86,5.882167,5.8
RS,4318614,São José do Sul,91.9,0.917813,276.97,260.28,5.620833,5.2
